Stage Name,Day,Artist(s),Start Time,End Time
"Temple Uprising",THURSDAY,"HOW THE SO-CALLED 'WAR ON DRUGS' IS A BARRIER TO SECURING CLIMATE JUSTICE WITH NEIL WOODS AND CLEMMIE JAMES",15:10,16:00
"Temple Uprising",THURSDAY,"POLITICS ON THE DANCEFLOOR WITH QUEER HOUSE PARTY",14:25,15:00
"Temple Uprising",THURSDAY,"TUPAC, THE CONDOR AND THE EAGLE - STORYTELLING FROM PERU WITH KARY STEWART",13:45,14:15
"Temple Uprising",THURSDAY,"THE RIGHT TIME FOR REVOLUTION, FROM PUTNEY TO PERU WITH ULULA ROOTS",13:00,13:45
"Temple Uprising",THURSDAY,"COMMON UPRISING! THE PROCESSION",11:00,12:45
"Temple Uprising",FRIDAY,"BREATH & BASS WITH ALEX HARPER NUNES AND KERRY VEITCH",17:30,18:30
"Temple Uprising",FRIDAY,"DAN TSU & NATTY SPEAKS (RUM SHACK) TALK ON ED&I AT GLASTONBURY",16:30,17:15
"Temple Uprising",FRIDAY,"PROPHECY OF THE NEW FIRE  WITH CONVERGENCIA ANCESTRAL",15:30,16:15
"Temple Uprising",FRIDAY,"GROUNDING OUR ACTIVISM IS SACRED - PANEL DISCUSSION",14:30,15:15
"Temple Uprising",FRIDAY,"ANCIENT SOUNDS & MODERN TECHNO - PERFORMANCE AND DISCUSSION (JJ MIDDLEWAY, DANICA BOYCE, ALEX NUNNES)",13:30,14:15
"Temple Uprising",FRIDAY,"DISMANTLE THE WAR MACHINE WITH PALESTINE ACTION",12:30,13:15
"Temple Uprising",SUNDAY,"SHAMANISM & CIVILISATION WITH GRAHAM HANCOCK",17:00,18:00
"Nowhere",THURSDAY,"SIMULA B2B TBA",02:00,03:00
"Nowhere",THURSDAY,"DISRUPTA B2B KELVIN 373 B2B DIAGNOSTIX",01:00,02:00
"Nowhere",THURSDAY,"TURNO PRESENTS GAME TIME FT DREPS AND SPECIAL GUESTS",00:00,01:00
"Nowhere",THURSDAY,"CHARLIE T FY SAVVY B",23:00,00:00
"Nowhere",THURSDAY,"OKO B2B ANAIS B2B MONROLLER FT RIVIBES",22:00,23:00
"Nowhere",THURSDAY,"MEGA RAVE B2B2B2B",20:15,22:00
"Nowhere",THURSDAY,"EWAN MCVICAR",19:45,20:15
"Nowhere",THURSDAY,"TASHA",19:15,19:45
"Nowhere",THURSDAY,"DJ FUCKOFF B2B DENHAM AUDIO",18:30,19:15
"Nowhere",THURSDAY,"KLOSE ONE",18:00,18:30
"Nowhere",THURSDAY,"HANNAH HOLLAND",17:30,18:00
"Nowhere",THURSDAY,"JAY CARDER",17:00,17:30
"Nowhere",THURSDAY,"DANI WHYLIE",16:30,17:00
"Nowhere",THURSDAY,"SMASH HITS",16:00,16:30
"Nowhere",THURSDAY,"NAMES NOT DAN (94 JUNGLE AND BEATS) & JOSH PARKINSON",14:00,16:00
"Nowhere",FRIDAY,"FRIDAY FINALE",04:30,06:00
"Nowhere",FRIDAY,"CAMELPHAT B2B TBA",03:00,04:30
"Nowhere",FRIDAY,"KITTY AMOR",02:00,03:00
"Nowhere",FRIDAY,"HAGAN",01:00,02:00
"Nowhere",FRIDAY,"ALEX MILLS",00:00,01:00
"Nowhere",FRIDAY,"SAM DIVINE B2B GORGON CITY B2B ARIELLE FREE",21:00,00:00
"Nowhere",FRIDAY,"25 YEARS OF DEFECTED RECORDS",21:00,00:00
"Nowhere",FRIDAY,"JOY LOVES UK GARAGE B4B",19:00,21:00
"Nowhere",FRIDAY,"REDLIGHT B2B CHAMPION B2B JOY (ANONYMOUS)",18:00,19:00
"Nowhere",FRIDAY,"ARTHI B2B KATY B2B ONEMAN",17:00,18:00
"Nowhere",FRIDAY,"JOY (ANONYMOUS) B2B MESSIE",16:00,17:00
"Nowhere",FRIDAY,"JOY (ANONYMOUS) B2B TBA",15:00,16:00
"Nowhere",FRIDAY,"ANISH KUMAR",14:00,15:00
"Nowhere",FRIDAY,"JOY (ANONYMOUS) TAKEOVER",14:00,21:00
"Nowhere",SATURDAY,"LADY SHAKA",04:30,06:00
"Nowhere",SATURDAY,"BOOTY BASS",03:00,04:30
"Nowhere",SATURDAY,"ONEMAN B2B CHLOÉ ROBINSON ",02:00,03:00
"Nowhere",SATURDAY,"OBLIG FT FRISCO, THA FIRST",01:00,02:00
"Nowhere",SATURDAY,"KURUPT FM DJ SET",00:15,01:00
"Nowhere",SATURDAY,"DJ TARGET FT RUFF SQWAD",23:30,00:15
"Nowhere",SATURDAY,"JELANI BLACKMAN",23:00,23:30
"Nowhere",SATURDAY,"REEKO",22:30,23:00
"Nowhere",SATURDAY,"HARLEY MAXWELL",22:00,22:30
"Nowhere",SUNDAY,"BADGER",04:00,05:00
"Nowhere",SUNDAY,"SAM DIVINE B2B CASHONLY",03:00,04:00
"Nowhere",SUNDAY,"NOTION B2B OPPIDAN",02:00,03:00
"Nowhere",SUNDAY,"CONDUCTA",01:00,02:00
"Nowhere",SUNDAY,"DJ EZ",00:00,01:00
"Nowhere",SUNDAY,"UNCOMMON RECORDS AND DOPE AMMO RECORDS PRESENTS SLIPMATT, ELLIS DEE, JIM BITCH & DOPE AMMO",21:00,00:00
"Nowhere",SUNDAY,"CHINESE DAUGHTER",20:00,21:00
"Nowhere",SUNDAY,"RIO TASHAN B2B RANDALL",19:00,20:00
"Nowhere",SUNDAY,"SYREETA *UKG SPECIAL",18:00,19:00
"Nowhere",SUNDAY,"SUPER SUNDAY SESSION",16:00,18:00
"Nowhere",SUNDAY,"HAYLEY WALLACE",15:30,16:00
"Peace Stage",THURSDAY,"FAT DOG",02:00,03:00
"Peace Stage",THURSDAY,"FIZZY GILLESPIE",01:30,02:00
"Peace Stage",THURSDAY,"RAZ & AFLA",00:45,01:30
"Peace Stage",THURSDAY,"CHICHA MORADA",00:15,00:45
"Peace Stage",THURSDAY,"AN DANNSA DUB",23:30,00:15
"Peace Stage",THURSDAY,"MISTA TRICK",23:00,23:30
"Peace Stage",THURSDAY,"LAMBRINI GIRLS",22:15,23:00
"Peace Stage",THURSDAY,"VLURE",21:00,21:45
"Peace Stage",THURSDAY,"QUEEN KONG",20:30,21:00
"Peace Stage",THURSDAY,"GNAWA BLUES ALL STARS",19:45,20:30
"Peace Stage",THURSDAY,"CONVIKTION",19:15,19:45
"Peace Stage",THURSDAY,"BAZZOOKAS",18:30,19:15
"Peace Stage",THURSDAY,"DJ CHRIS TOFU & DEBBRALEE WELLS",18:00,18:30
"Peace Stage",THURSDAY,"HAK BAKER - ACOUSTIC SET",17:30,18:00
"Peace Stage",THURSDAY,"BEANS ON TOAST",17:00,17:30
"Peace Stage",THURSDAY,"SHE'S GOT BRASS",16:30,17:00
"Peace Stage",THURSDAY,"DAS BRASS",16:00,16:30
"Peace Stage",THURSDAY,"NEW YORK BRASS - ACOUSTIC BRASS SPECTACULAR",15:00,16:00
"Peace Stage",FRIDAY,"STONE COLD HUSTLE",05:15,06:00
"Peace Stage",FRIDAY,"MR FITZ",04:45,05:15
"Peace Stage",FRIDAY,"OMEGA NEBULA",04:00,04:45
"Peace Stage",FRIDAY,"FIZZY GILLESPIE",03:30,04:00
"Peace Stage",FRIDAY,"AFRIQUOI",02:45,03:30
"Peace Stage",FRIDAY,"GUY.IN.GLASSES",02:15,02:45
"Peace Stage",FRIDAY,"PSYCHEDELIC PORN CRUMPETS",01:30,02:15
"Peace Stage",FRIDAY,"DEAF RAVE",01:00,01:30
"Peace Stage",FRIDAY,"MOONCHILD SANNELLY",00:15,01:00
"Peace Stage",FRIDAY,"GUY.IN.GLASSES",23:45,00:15
"Peace Stage",FRIDAY,"TOYA DELAZY",22:45,23:45
"Peace Stage",FRIDAY,"STONE COLD HUSTLE",16:00,17:00
"Peace Stage",FRIDAY,"CRAIG CHARLES FUNK & SOUL CLUB WITH NELLIE CHARLES & FRIENDS",13:00,16:00
"Peace Stage",SATURDAY,"FÜLÜ ELECTROBRASS",05:15,06:00
"Peace Stage",SATURDAY,"DJ CHRIS TOFU & DEBBRALEE WELLS",04:45,05:15
"Peace Stage",SATURDAY,"TANKUS THE HENGE",04:00,04:45
"Peace Stage",SATURDAY,"DJ CHRIS TOFU",03:30,04:00
"Peace Stage",SATURDAY,"CASISDEAD",02:45,03:30
"Peace Stage",SATURDAY,"DJ CUE",02:15,02:45
"Peace Stage",SATURDAY,"KNEECAP",01:30,02:15
"Peace Stage",SATURDAY,"KAPTIN (CELTIC RAP)",01:00,01:30
"Peace Stage",SATURDAY,"DELILAH BON",00:00,01:00
"Peace Stage",SATURDAY,"DJ YORDI",23:30,00:00
"Peace Stage",SATURDAY,"THE BHANGRA ALL STARS",22:45,23:30
"Peace Stage",SATURDAY,"PONY MONTANA",21:45,22:45
"Peace Stage",SUNDAY,"DJ CHRIS TOFU VS CREW BOSS",04:00,05:00
"Peace Stage",SUNDAY,"HIGH FADE",03:00,04:00
"Peace Stage",SUNDAY,"MADAME ELECTRIFIE",02:30,03:00
"Peace Stage",SUNDAY,"BOB VYLAN",01:30,02:30
"Peace Stage",SUNDAY,"THE SCRATCH",00:00,01:00
"Peace Stage",SUNDAY,"MISTA TRICK",23:30,00:00
"Peace Stage",SUNDAY,"CAM COLE",22:30,23:30
"Nomad",THURSDAY,"BOOTY BASS X POPOLA: B2B",02:00,03:00
"Nomad",THURSDAY,"BOOTY BASS X POPOLA: BENZO",01:30,02:00
"Nomad",THURSDAY,"BOOTY BASS X POPOLA: NGAIO",01:00,01:30
"Nomad",THURSDAY,"BOOTY BASS X POPOLA: IVICORE X MC FEDZILLA X MC LA MUSICA",00:30,01:00
"Nomad",THURSDAY,"BOOTY BASS X POPOLA: DEVOLICIOUS X THAI CHI",00:00,00:30
"Nomad",THURSDAY,"BOOTY BASS X POPOLA: CHEZA LUCINA",23:30,00:00
"Nomad",THURSDAY,"BOOTY BASS X POPOLA: GAROESS X THAI CHI",23:00,23:30
"Nomad",THURSDAY,"FIXX: HAZEL MARIMBA",22:00,23:00
"Nomad",THURSDAY,"FIXX: LEA LEA",21:00,22:00
"Nomad",THURSDAY,"FIXX: BIG KANI",20:00,21:00
"Nomad",THURSDAY,"FIXX: SABA KIA",19:00,20:00
"Nomad",THURSDAY,"SISTA SELECTA: MELA SOUNDS",18:00,19:00
"Nomad",THURSDAY,"SISTA SELECTA: I AM FYA",17:00,18:00
"Nomad",THURSDAY,"SISTA SELECTA: INDY RIVERS",16:00,17:00
"Nomad",THURSDAY,"DANNY FUCKING PRICE PRESENTS: THE ANARCHY ASSEMBLY",13:30,16:00
"Nomad",THURSDAY,"NOVARA MEDIA PRESENTS: RADICAL CONNECTIONS",12:30,13:30
"Nomad",FRIDAY,"PXSSY PALACE: NADINE NOOR",05:00,06:00
"Nomad",FRIDAY,"PXSSY PALACE PRESENTS: EMMA KORANTEMA B2B RYAN LOVELL",04:40,05:00
"Nomad",FRIDAY,"PXSSY PALACE PRESENTS: EMMA KORANTEMA",03:40,04:40
"Nomad",FRIDAY,"PXSSY PALACE PRESENTS: LADY SHAKA B2B YOURBOYKIRAN B2B MANARA",02:40,03:40
"Nomad",FRIDAY,"PXSSY PALACE PRESENTS: THAI CHI ROSE",02:30,02:40
"Nomad",FRIDAY,"PXSSY PALACE: RYAN LOVELL",01:20,02:30
"Nomad",FRIDAY,"PXSSY PALACE: MYA MEHMI",00:00,01:10
"Nomad",FRIDAY,"QUEER HOUSE PARTY: HARRY GAY AND PASSER",22:00,00:00
"Nomad",FRIDAY,"NOVARA MEDIA PANEL EVENT: CAN HUMANITY SORT ITS SHIT OUT?",18:00,19:00
"Nomad",FRIDAY,"IF I SPEAK, LIVE…",17:00,18:00
"Nomad",FRIDAY,"BUILD YOUR OWN (TRANS) PROTEST",16:00,17:00
"Nomad",FRIDAY,"THE MOVEMENT FORWARD",15:00,16:00
"Nomad",FRIDAY,"NOVARA MEDIA PRESENTS: RADICAL CONNECTIONS",14:00,15:00
"Nomad",SATURDAY,"LONDON TRANS+ PRIDE X THE CHATEAU: FAFF",04:00,06:00
"Nomad",SATURDAY,"LONDON TRANS+ PRIDE X THE CHATEAU: PLANNINGTOROCK (DJ)",03:00,04:00
"Nomad",SATURDAY,"LONDON TRANS+ PRIDE X THE CHATEAU PRESENTS: PLANNINGTOROCK (LIVE)",02:35,03:00
"Nomad",SATURDAY,"LONDON TRANS+ PRIDE X THE CHATEAU PRESENTS: TRAVIS ALABANZA",02:30,02:35
"Nomad",SATURDAY,"LONDON TRANS+ PRIDE X THE CHATEAU: SIPPIN T",01:15,02:30
"Nomad",SATURDAY,"LONDON TRANS+ PRIDE X THE CHATEAU: IVICORE",00:00,01:15
"Nomad",SATURDAY,"THEMPRESS AND FRIENDS",22:00,00:00
"Nomad",SUNDAY,"SWANA TAKEOVER X NAZAR PRESENTS: SALIAH",03:00,05:00
"Nomad",SUNDAY,"SWANA TAKEOVER X NAZAR PRESENTS: ARAN CHERKEZ",02:00,03:00
"Nomad",SUNDAY,"SWANA TAKEOVER X NAZAR PRESENTS: AISHA MIRZA",01:00,02:00
"Nomad",SUNDAY,"SWANA TAKEOVER X NAZAR PRESENTS: RYAN LANJI",00:00,01:00
"Platform 23",THURSDAY,"BRIGHTER DAYS FAMILY",01:00,03:00
"Platform 23",THURSDAY,"RETRO CASSETTA",00:00,01:00
"Platform 23",THURSDAY,"AMANCAI",23:00,00:00
"Platform 23",THURSDAY,"DRIFTY",22:00,23:00
"Platform 23",THURSDAY,"EMMA-JEAN THACKRAY (DJ SET)",21:00,22:00
"Platform 23",THURSDAY,"ELLA KNIGHT (DJ SET)",20:00,21:00
"Platform 23",THURSDAY,"WORM SOUNDSYSTEM: TEN YEARS OF WORM DISCO CLUB",19:00,20:00
"Platform 23",THURSDAY,"GIA FU",18:00,19:00
"Platform 23",THURSDAY,"TINA EDWARDS",17:00,18:00
"Platform 23",THURSDAY,"RU ROBINSON",16:00,17:00
"Platform 23",FRIDAY,"NIGHTMARES ON WAX (DJ SET)",05:00,06:00
"Platform 23",FRIDAY,"BENJI B",04:00,05:00
"Platform 23",FRIDAY,"ROSA PISTOLA",03:00,04:00
"Platform 23",FRIDAY,"MANUKA HONEY",02:00,03:00
"Platform 23",FRIDAY,"DJ DANIFOX",01:00,02:00
"Platform 23",FRIDAY,"PRESTIGE PAK W/ LIL C, LAGOON FEMSHAYMA, ARCHITECT + HANDSOME ROB",23:30,01:00
"Platform 23",FRIDAY,"RISHI",21:00,23:30
"Platform 23",FRIDAY,"BACK TO MINE TAKEOVER W/ FAT TONY, SARAH STORY, MAS QUE NADA BROS, BLACK HAWKS OF PANAMA + GUCCI GIRL",13:00,18:00
"Platform 23",SATURDAY,"BIANCA OBLIVION",05:00,06:00
"Platform 23",SATURDAY,"A GUY CALLED GERALD",04:00,05:00
"Platform 23",SATURDAY,"SAMURAI BREAKS",03:15,04:00
"Platform 23",SATURDAY,"CHIMPO",02:30,03:15
"Platform 23",SATURDAY,"BLANCO (LIVE)",01:45,02:30
"Platform 23",SATURDAY,"MINA & BRYTE",00:30,01:45
"Platform 23",SATURDAY,"COCO EM",23:00,00:30
"Platform 23",SATURDAY,"JPEG",21:00,23:00
"Platform 23",SUNDAY,"VILLAGE UNDERGROUND TAKEOVER: EASTERN MARGINS W/ MINNA-NO-KIMOCHI, LUMI & JEX WANG",03:30,05:00
"Platform 23",SUNDAY,"VILLAGE UNDERGROUND TAKEOVER: NIKKI NAIR B2B TBA",02:00,03:30
"Platform 23",SUNDAY,"VILLAGE UNDERGROUND TAKEOVER: MOKTAR B2B SURUSINGHE",00:30,02:00
"Platform 23",SUNDAY,"VILLAGE UNDERGROUND TAKEOVER: BLUMITSU",23:00,00:30
"Platform 23",SUNDAY,"VILLAGE UNDERGROUND TAKEOVER:  MI-EL",21:00,23:00
"The Sistxrhood",THURSDAY,"DJ DAKILEI",02:00,03:00
"The Sistxrhood",THURSDAY,"TAMBOI",01:00,02:00
"The Sistxrhood",THURSDAY,"PURINA ALPHA + MICA",00:00,01:00
"The Sistxrhood",THURSDAY,"THAT RAY'S TRANS CABARET. PERFORMERS: THAT RAY, PURINA ALPHA, CO KENDRAH, NISS",22:00,00:00
"The Sistxrhood",THURSDAY,"LB",21:00,22:00
"The Sistxrhood",THURSDAY,"BEXX -  BE EXPERIMENTAL INTERACTIVE CONCERT",16:30,18:00
"The Sistxrhood",THURSDAY,"SISTXRHOOD OPEN HOUSE",16:00,16:30
"The Sistxrhood",FRIDAY,"SIPPIN' T",04:30,05:30
"The Sistxrhood",FRIDAY,"I AM FYA",03:30,04:30
"The Sistxrhood",FRIDAY,"TOYA DELAZY",02:30,03:30
"The Sistxrhood",FRIDAY,"MELA SOUNDS",01:30,02:30
"The Sistxrhood",FRIDAY,"BROWNTON ABBEY - RAY YOUNG",01:15,01:30
"The Sistxrhood",FRIDAY,"BROWNTON ABBEY - THEMPRESS",00:45,01:15
"The Sistxrhood",FRIDAY,"BROWNTON ABBEY - ALEX FINCHER",00:15,00:45
"The Sistxrhood",FRIDAY,"BROWNTON ABBEY - THEMPRESS",23:45,00:15
"The Sistxrhood",FRIDAY,"BROWNTON ABBEY - RHYS' PIECES",23:25,23:45
"The Sistxrhood",FRIDAY,"BROWNTON ABBEY - LAUD BROWNTON",22:55,23:25
"The Sistxrhood",FRIDAY,"BROWNTON ABBEY - BONES TAN JONES",22:30,22:55
"The Sistxrhood",FRIDAY,"BROWNTON ABBEY - LAUD BROWNTON",22:00,22:30
"The Sistxrhood",FRIDAY,"BROWNTON ABBEY TALK SHOP",16:30,18:00
"The Sistxrhood",FRIDAY,"LONDON TRANS+ PRIDE HANG OUT: WHEN TRANS+ KIDS SURVIVE",15:00,16:30
"The Sistxrhood",SATURDAY,"MANTRA",04:00,06:00
"The Sistxrhood",SATURDAY,"DJ FLIGHT",02:00,04:00
"The Sistxrhood",SATURDAY,"SHERELLE",00:00,02:00
"The Sistxrhood",SATURDAY,"VXRGO",22:00,00:00
"The Sistxrhood",SUNDAY,"SADSUGAR B2B JAMURAI",02:00,04:00
"The Sistxrhood",SUNDAY,"DJ AMMI B2B LADYGREY",01:00,02:00
"The Sistxrhood",SUNDAY,"MARLA KETHER",00:00,01:00
"The Sistxrhood",SUNDAY,"DJ AMMI B2B LADYGREY",23:00,00:00
"The Sistxrhood",SUNDAY,"TOR DA FORCE",22:00,23:00
"Arrivals",THURSDAY,"THEMPRESS",02:00,03:00
"Arrivals",THURSDAY,"PXSSY PALACE",01:00,02:00
"Arrivals",THURSDAY,"ANIL",00:00,01:00
"Arrivals",THURSDAY,"BOBBY FRICTION",23:00,00:00
"Arrivals",THURSDAY,"CONVIKTION",22:00,23:00
"Arrivals",THURSDAY,"DJ RITU",21:00,22:00
"Arrivals",FRIDAY,"RAJI RAGS",05:00,06:00
"Arrivals",FRIDAY,"GRACIE T",04:00,05:00
"Arrivals",FRIDAY,"BAALTI",03:00,04:00
"Arrivals",FRIDAY,"MANARA",02:00,03:00
"Arrivals",FRIDAY,"NABIHAH IQBAL ( DJ SET)",01:00,02:00
"Arrivals",FRIDAY,"DJ MIMI B2B K. MONDAY",00:00,01:00
"Arrivals",FRIDAY,"VEDIC ROOTS SOUNDSYSTEM",23:00,00:00
"Arrivals",FRIDAY,"JUMBI SOUNDSYSTEM",22:00,23:00
"Arrivals",SATURDAY,"NIKKI NAIR",05:00,06:00
"Arrivals",SATURDAY,"ANGEL D’LITE",04:00,05:00
"Arrivals",SATURDAY,"NADĪ B2B SHIVUM SHARMA",03:00,04:00
"Arrivals",SATURDAY,"DIALLED IN SOUNDSYSTEM",02:30,03:00
"Arrivals",SATURDAY,"SURYA SEN",02:00,02:30
"Arrivals",SATURDAY,"ZEEMUFFIN",01:00,02:00
"Arrivals",SATURDAY,"ALMASS BADAT",00:00,01:00
"Arrivals",SATURDAY,"YOURBOYKIRAN",23:00,00:00
"Arrivals",SATURDAY,"DE SILVA",22:00,23:00
"Arrivals",SUNDAY,"B2B2B2B2B2B2B",03:00,04:00
"Arrivals",SUNDAY,"DAYTIMERS",01:00,03:00
"Arrivals",SUNDAY,"ANISH KUMAR",00:00,01:00
"Arrivals",SUNDAY,"VEDIC ROOTS SOUNDSYSTEM",23:00,00:00
"Arrivals",SUNDAY,"4RESH + SHIR.IN",22:00,23:00
"Flying Bus",THURSDAY,"ATCHIN TAN PRESENTS: BORN ON ROAD",22:30,00:00
"Flying Bus",THURSDAY,"ATCHIN TAN PRESENTS: SUGAR SHANE",21:50,22:30
"Flying Bus",THURSDAY,"ATCHIN TAN PRESNTS: AIDAN AND LUCA",21:35,21:50
"Flying Bus",THURSDAY,"ATCHIN TAN PRESNTS: DAMIAN LE BAS",21:20,21:35
"Flying Bus",THURSDAY,"ATCHIN TAN PRESENTS: FFTP (FREEDOM FOR TRAVELLING PEOPLE)",20:45,21:20
"Flying Bus",THURSDAY,"ATCHIN TAN PRESENTS: THOMAS MCCARTHY",20:20,20:45
"Flying Bus",THURSDAY,"ATCHIN TAN PRESENTS: SOLLY",20:10,20:20
"Flying Bus",THURSDAY,"ATCHIN TAN PRESENTS: JOHNSON WELCH",20:05,20:10
"Flying Bus",THURSDAY,"ATCHIN TAN PRESENTS: BILLY WELCH",20:00,20:05
"Flying Bus",THURSDAY,"ATCHIN TAN PRESENTS: HOSTED BY JOHNSON WELCH",20:00,00:00
"Flying Bus",FRIDAY,"TELETECH: AZYR",02:30,04:00
"Flying Bus",FRIDAY,"TELETECH: DYEN",01:00,02:30
"Flying Bus",FRIDAY,"TELETECH: KORSE",23:30,01:00
"Flying Bus",FRIDAY,"TELETECH: THE MUFFIN MAN",22:00,23:30
"Flying Bus",SATURDAY,"CHRIS STUSSY B2B ROSSI",01:30,04:00
"Flying Bus",SATURDAY,"TRISTAN DA CUNHA B2B HIS FRIEND",23:00,01:30
"Flying Bus",SATURDAY,"MELODY",22:00,23:00
"Flying Bus",SUNDAY,"25 YEARS OF ZED BIAS AND FRIENDS WITH METRODOME HOSTED BY SPECIALIST MOSS, CHUNKY & MC BIC",00:00,04:00
"Flying Bus",SUNDAY,"SUNS OF ACID",22:00,00:00
"The Salon Carousel",THURSDAY,"SOZ LAD",02:00,03:00
"The Salon Carousel",THURSDAY,"OKO",01:00,02:00
"The Salon Carousel",THURSDAY,"NATHAN X",00:00,01:00
"The Salon Carousel",THURSDAY,"[IVY]",23:00,00:00
"The Salon Carousel",THURSDAY,"KITTEN CLUB, ARTEMIS, ESME BANKS, DEMETRIA, ERESID",21:00,23:00
"The Salon Carousel",THURSDAY,"EN.VEE B2B PIG IGNORANT",20:00,21:00
"The Salon Carousel",FRIDAY,"MONROLLER",05:00,06:00
"The Salon Carousel",FRIDAY,"SAMURAI BREAKS",04:00,05:00
"The Salon Carousel",FRIDAY,"MANDIDEXTROUS",03:00,04:00
"The Salon Carousel",FRIDAY,"ARIES",02:00,03:00
"The Salon Carousel",FRIDAY,"KELVIN 373 B2B SELECTA JMAN",01:00,02:00
"The Salon Carousel",FRIDAY,"KAISHA",00:00,01:00
"The Salon Carousel",FRIDAY,"RUDI",23:00,00:00
"The Salon Carousel",FRIDAY,"PERSISTANCE",22:00,23:00
"The Salon Carousel",SATURDAY,"ECOLI",05:00,06:00
"The Salon Carousel",SATURDAY,"MATT SCRATCH",04:00,05:00
"The Salon Carousel",SATURDAY,"MOLLIE RUSH",03:00,04:00
"The Salon Carousel",SATURDAY,"HIXXY",02:00,03:00
"The Salon Carousel",SATURDAY,"DJ CANT SAY NO",01:00,02:00
"The Salon Carousel",SATURDAY,"1BDI",00:00,01:00
"The Salon Carousel",SATURDAY,"BOSSLADY",23:00,00:00
"The Salon Carousel",SATURDAY,"DJ DOUBLE L",22:00,23:00
"The Salon Carousel",SUNDAY,"JIMBITCH AND STIVS",04:00,05:00
"The Salon Carousel",SUNDAY,"ANNA PRANK",03:00,04:00
"The Salon Carousel",SUNDAY,"OSH KOSH",02:00,03:00
"The Salon Carousel",SUNDAY,"SKITZ AND JOE BURN",01:00,02:00
"The Salon Carousel",SUNDAY,"BISH",00:00,01:00
"The Salon Carousel",SUNDAY,"KAPTAIN",23:00,00:00
"Blind Tiger",THURSDAY,"POLA & BRYSON",02:15,03:00
"Blind Tiger",THURSDAY,"EMILY MAKIS & HI PHI",01:45,02:15
"Blind Tiger",THURSDAY,"GARDNA & FRIENDS",01:00,01:45
"Blind Tiger",THURSDAY,"OPPIDAN",00:15,01:00
"Blind Tiger",THURSDAY,"DENHAM AUDIO",23:30,00:15
"Blind Tiger",THURSDAY,"P-RALLEL",22:45,23:30
"Blind Tiger",THURSDAY,"MURPHYS LAW",22:00,22:45
"Blind Tiger",THURSDAY,"PENG DELI: DREAM MCLEAN, HARLEY MAXWELL, WALLACE RICE, C.REM, EVA, BUBSKI, PADDY BARS, DEAD WEIGHTS, SOPHIE FAITH, DAME",20:00,22:00
"Blind Tiger",THURSDAY,"ULULA ROOTS",19:00,20:00
"Blind Tiger",THURSDAY,"ROMPAS REGGAE SHACK - DADDY NATURE, DJ DANSEY",17:00,19:00
"Blind Tiger",THURSDAY,"CONGO IAIN",16:00,17:00
"Blind Tiger",THURSDAY,"JOHN THE HAT",15:00,16:00
"Blind Tiger",THURSDAY,"DEALO BROWN",14:15,15:00
"Blind Tiger",THURSDAY,"CARDINAL SOUND",13:30,14:15
"Blind Tiger",THURSDAY,"KI DUB",12:45,13:30
"Blind Tiger",THURSDAY,"KRAY-Z LEGZ",12:00,12:45
"Blind Tiger",FRIDAY,"HARDCORE ENERGY TAKEOVER: ORIGIN8A & PROPA B2B HYPERSHE",04:00,06:00
"Blind Tiger",FRIDAY,"T CUTS",03:00,04:00
"Blind Tiger",FRIDAY,"SERKUS",02:00,03:00
"Blind Tiger",FRIDAY,"ANNA PRANK",01:00,02:00
"Blind Tiger",FRIDAY,"NICK THE HEDGE",00:00,01:00
"Blind Tiger",FRIDAY,"MK",23:00,00:00
"Blind Tiger",FRIDAY,"LUCY LEE",22:10,23:00
"Blind Tiger",FRIDAY,"BUSTAWIDEMOVE",21:20,22:10
"Blind Tiger",FRIDAY,"MY-R",20:30,21:20
"Blind Tiger",FRIDAY,"FONZIE",19:40,20:30
"Blind Tiger",FRIDAY,"TOBY SPIN",18:50,19:40
"Blind Tiger",FRIDAY,"SONWAH",18:00,18:50
"Blind Tiger",FRIDAY,"ENERKI",17:15,18:00
"Blind Tiger",FRIDAY,"G-CLASS B2B RJD",16:30,17:15
"Blind Tiger",FRIDAY,"NATTY LOU",15:15,16:30
"Blind Tiger",FRIDAY,"WHY TYRONE & DOUBLE VISION",14:30,15:15
"Blind Tiger",FRIDAY,"MISTAFIRE",13:45,14:30
"Blind Tiger",FRIDAY,"LIL MISS MOTOWN",12:45,13:45
"Blind Tiger",FRIDAY,"STEAMY BUMPLINGS BTB VSVN",12:00,12:45
"Blind Tiger",SATURDAY,"BENNY L",05:00,06:00
"Blind Tiger",SATURDAY,"10 YEARS OF VIBENA JUNGLE: UNCLE DUGS, LEEROY THORNHILL (JUNGLE SET) DADDY NATURE, MC BOXER BANTON",03:00,05:00
"Blind Tiger",SATURDAY,"FRENETIC HOSTED BY Y DOTT",02:00,03:00
"Blind Tiger",SATURDAY,"ZERO HOSTED BY LOCAL",01:00,02:00
"Blind Tiger",SATURDAY,"KAK HATT",00:20,01:00
"Blind Tiger",SATURDAY,"10 YEARS OF RUMBLE IN THE JUNGLE FT RANDALL & CARASEL, TOBY ROSS B2B RISE B2B ORAM B2B ZIMMA FT JOE BURN",22:00,00:20
"Blind Tiger",SATURDAY,"BISH 90S DANCE SET",21:00,22:00
"Blind Tiger",SATURDAY,"SILVA SNIPA B2B CHINESE DAUGHTER",20:00,21:00
"Blind Tiger",SATURDAY,"FFTP",19:00,20:00
"Blind Tiger",SATURDAY,"MARTIN FUREY",18:00,19:00
